Date,Open,High,Low,Close,Volume,Daily_Return_Pct,Price_Range,Year,Month,Quarter,Day_of_Week
2017-01-13,41.2354,41.4195,41.165,41.2384,25804000,0.0073,0.2545,2017,1,1,Friday
2017-01-17,41.0627,41.1977,40.8513,41.1888,28818000,0.3071,0.3464,2017,1,1,Tuesday
2017-01-18,41.1402,41.1794,40.895,41.1789,20554000,0.0941,0.2844,2017,1,1,Wednesday
2017-01-19,40.9094,41.3377,40.8891,41.1392,21410000,0.5617,0.4486,2017,1,1,Thursday
2017-01-20,41.098,41.1511,40.9208,41.1436,26124000,0.111,0.2303,2017,1,1,Friday
2017-01-23,41.9049,41.96,41.1243,41.2687,49148000,-1.5182,0.8357,2017,1,1,Monday
2017-01-24,42.158,42.2567,41.7982,42.0314,33768000,-0.3003,0.4585,2017,1,1,Tuesday
2017-01-25,42.6006,42.6175,42.1684,42.3575,33108000,-0.5706,0.4491,2017,1,1,Wednesday
2017-01-26,42.5277,42.7272,42.2071,42.6304,69866000,0.2415,0.5201,2017,1,1,Thursday
2017-01-27,41.9346,43.0249,41.7793,42.6279,75050000,1.6533,1.2456,2017,1,1,Friday
2017-01-30,40.8826,41.5476,40.7436,41.5391,70338000,1.6058,0.804,2017,1,1,Monday
2017-01-31,40.702,40.8449,40.365,40.6677,40404000,-0.0843,0.4799,2017,1,1,Tuesday
2017-02-01,40.4563,40.891,40.3079,40.891,45020000,1.0745,0.5831,2017,2,1,Wednesday
2017-02-02,40.6062,40.9188,40.298,40.4444,33784000,-0.3985,0.6208,2017,2,1,Thursday
2017-02-03,40.699,40.9967,40.6603,40.8479,30562000,0.3659,0.3364,2017,2,1,Friday
2017-02-06,40.7729,40.8111,40.4092,40.7382,27018000,-0.0851,0.4019,2017,2,1,Monday
2017-02-07,41.1506,41.2841,40.8558,40.9655,33332000,-0.4498,0.4283,2017,2,1,Tuesday
2017-02-08,41.1828,41.3997,40.9461,41.2151,26044000,0.0784,0.4536,2017,2,1,Wednesday
2017-02-09,41.1918,41.287,41.0151,41.2746,23884000,0.201,0.2719,2017,2,1,Thursday
2017-02-10,41.4295,41.5436,41.2141,41.3352,28302000,-0.2276,0.3295,2017,2,1,Friday
2017-02-13,41.6334,41.7714,41.4989,41.5709,25914000,-0.1501,0.2725,2017,2,1,Monday
2017-02-14,41.6865,41.7843,41.4781,41.6736,27266000,-0.0309,0.3062,2017,2,1,Tuesday
2017-02-15,41.552,41.7729,41.4975,41.626,27144000,0.1781,0.2754,2017,2,1,Wednesday
2017-02-16,41.7927,41.8185,41.5491,41.6106,20102000,-0.4357,0.2694,2017,2,1,Thursday
2017-02-17,42.0101,42.0294,41.6741,41.75,29224000,-0.6191,0.3553,2017,2,1,Friday
2017-02-21,42.1451,42.2905,42.0101,42.0815,25206000,-0.1509,0.2804,2017,2,1,Tuesday
2017-02-22,42.2488,42.3694,42.018,42.082,24488000,-0.3948,0.3514,2017,2,1,Wednesday
2017-02-23,42.2309,42.3113,41.8091,42.2349,27734000,0.0095,0.5022,2017,2,1,Thursday
2017-02-24,42.0726,42.0999,41.8319,42.0647,26924000,-0.0188,0.268,2017,2,1,Friday
2017-02-27,42.1649,42.2145,41.8344,41.9307,20206000,-0.5554,0.3801,2017,2,1,Monday
2017-02-28,41.9297,42.1232,41.7565,42.0498,27662000,0.2864,0.3667,2017,2,1,Tuesday
2017-03-01,42.5163,42.5783,42.1327,42.2498,36374000,-0.6268,0.4456,2017,3,1,Wednesday
2017-03-02,42.1738,42.5034,42.1178,42.4944,25018000,0.7602,0.3856,2017,3,1,Thursday
2017-03-03,42.1356,42.222,41.9188,42.1287,20100000,-0.0164,0.3032,2017,3,1,Friday
2017-03-06,42.0458,42.1287,41.7431,42.0255,20958000,-0.0483,0.3856,2017,3,1,Monday
2017-03-07,42.2384,42.3465,41.959,42.0453,20774000,-0.4572,0.3875,2017,3,1,Tuesday
2017-03-08,42.3619,42.5252,42.2433,42.3361,20576000,-0.0609,0.2819,2017,3,1,Wednesday
2017-03-09,42.5704,42.7128,42.3138,42.3644,26954000,-0.4839,0.399,2017,3,1,Thursday
2017-03-10,42.7475,42.8875,42.5589,42.8115,26732000,0.1497,0.3286,2017,3,1,Friday
2017-03-13,42.9048,43.0314,42.7182,42.7187,23332000,-0.4338,0.3132,2017,3,1,Monday
2017-03-14,42.9708,43.0537,42.684,42.8636,21234000,-0.2495,0.3697,2017,3,1,Tuesday
2017-03-15,43.0939,43.1678,42.7421,43.0716,26658000,-0.0517,0.4257,2017,3,1,Wednesday
2017-03-16,43.1738,43.3083,43.0507,43.2001,22090000,0.0609,0.2576,2017,3,1,Thursday
2017-03-17,43.2914,43.3931,43.0929,43.3564,37366000,0.1501,0.3002,2017,3,1,Friday
2017-03-20,43.0701,43.1907,42.9093,43.148,30844000,0.1809,0.2814,2017,3,1,Monday
2017-03-21,42.1882,43.346,42.0667,43.1768,50760000,2.3433,1.2793,2017,3,1,Tuesday
2017-03-22,42.1714,42.4468,42.0324,42.1555,27334000,-0.0377,0.4144,2017,3,1,Wednesday
2017-03-23,41.6677,41.7689,41.3377,41.754,65754000,0.2071,0.4312,2017,3,1,Thursday
2017-03-24,41.4439,41.8835,41.1441,41.7843,42114000,0.8214,0.7394,2017,3,1,Friday
2017-03-27,41.6111,41.7535,40.9059,41.094,38692000,-1.2427,0.8476,2017,3,1,Monday
2017-03-28,41.7163,41.953,41.3014,41.6697,30384000,-0.1117,0.6516,2017,3,1,Tuesday
2017-03-29,42.1748,42.2602,41.7535,41.8215,29146000,-0.8377,0.5067,2017,3,1,Wednesday
2017-03-30,42.1555,42.2805,42.021,42.2795,18988000,0.2941,0.2595,2017,3,1,Thursday
2017-03-31,42.0721,42.1595,41.9451,42.024,28820000,-0.1143,0.2144,2017,3,1,Friday
2017-04-03,42.5163,42.6279,42.0587,42.1193,39388000,-0.9338,0.5692,2017,4,2,Monday
2017-04-04,42.3088,42.3302,42.0577,42.082,26970000,-0.5361,0.2725,2017,4,2,Tuesday
2017-04-05,42.1272,42.7068,42.0582,42.415,37104000,0.6832,0.6486,2017,4,2,Wednesday
2017-04-06,41.9381,42.3594,41.8835,42.1565,30672000,0.5208,0.4759,2017,4,2,Thursday
2017-04-07,41.7892,41.9768,41.5511,41.9332,22232000,0.3446,0.4257,2017,4,2,Friday
2017-04-10,41.7694,42.0195,41.7242,41.7615,20924000,-0.0189,0.2953,2017,4,2,Monday
2017-04-11,41.6791,41.9148,41.4171,41.7694,19486000,0.2167,0.4977,2017,4,2,Tuesday
2017-04-12,41.7575,41.8696,41.5654,41.6086,22716000,-0.3566,0.3042,2017,4,2,Wednesday
2017-04-13,41.694,41.8701,41.5783,41.7366,21474000,0.1022,0.2918,2017,4,2,Thursday
2017-04-17,42.4359,42.4612,41.7362,41.7535,20982000,-1.6081,0.725,2017,4,2,Monday
2017-04-18,42.3793,42.548,42.2433,42.3073,18724000,-0.1699,0.3047,2017,4,2,Tuesday
2017-04-19,42.5043,42.6875,42.3565,42.548,21606000,0.1028,0.331,2017,4,2,Wednesday
2017-04-20,42.6815,42.8726,42.5535,42.6646,23776000,-0.0396,0.3191,2017,4,2,Thursday
2017-04-21,42.6254,42.7986,42.5649,42.7083,23458000,0.1945,0.2337,2017,4,2,Friday
2017-04-24,43.6169,43.6681,42.9808,43.0964,33930000,-1.1933,0.6873,2017,4,2,Monday
2017-04-25,44.1087,44.2779,43.6343,43.7822,40760000,-0.7402,0.6436,2017,4,2,Tuesday
2017-04-26,44.1236,44.3147,43.9256,44.2353,26466000,0.2532,0.3891,2017,4,2,Wednesday
2017-04-27,44.2378,44.334,44.0264,44.1663,46846000,-0.1616,0.3076,2017,4,2,Thursday
2017-04-28,45.8794,46.4441,45.8148,46.1017,76918000,0.4845,0.6293,2017,4,2,Friday
2017-05-01,46.2912,46.4401,45.6947,45.861,46556000,-0.9293,0.7454,2017,5,2,Monday
2017-05-02,46.5031,46.7959,46.2009,46.3136,35026000,-0.4075,0.595,2017,5,2,Tuesday
2017-05-03,47.0669,47.1537,46.4098,46.4515,36496000,-1.3075,0.7439,2017,5,2,Wednesday
2017-05-04,47.378,47.5974,47.0133,47.1582,38752000,-0.4639,0.5841,2017,5,2,Thursday
2017-05-05,47.1577,47.5626,47.0495,47.4773,32310000,0.6777,0.5131,2017,5,2,Friday
2017-05-08,47.575,47.6892,47.0148,47.0172,37534000,-1.1725,0.6744,2017,5,2,Monday
2017-05-09,47.4768,47.7492,47.3621,47.706,33758000,0.4828,0.3871,2017,5,2,Tuesday
2017-05-10,47.384,47.4768,47.1359,47.4525,22920000,0.1446,0.3409,2017,5,2,Wednesday
2017-05-11,47.4361,47.5403,47.0748,47.2078,20622000,-0.4813,0.4655,2017,5,2,Thursday
2017-05-12,47.3989,47.5398,47.246,47.5334,24298000,0.2838,0.2938,2017,5,2,Friday
2017-05-15,47.6013,47.774,47.2837,47.4063,26754000,-0.4097,0.4903,2017,5,2,Monday
2017-05-16,47.8688,47.9328,47.6574,47.8162,22030000,-0.1099,0.2754,2017,5,2,Tuesday
2017-05-17,46.7552,47.6892,46.6505,47.6252,48982000,1.8608,1.0387,2017,5,2,Wednesday
2017-05-18,47.1686,47.3512,46.7106,46.8063,36010000,-0.7681,0.6406,2017,5,2,Thursday
2017-05-19,47.3745,47.6182,47.243,47.2837,27206000,-0.1917,0.3752,2017,5,2,Friday
2017-05-22,47.842,47.8792,47.4693,47.4912,27748000,-0.7332,0.4099,2017,5,2,Monday
2017-05-23,48.1636,48.3601,47.8634,48.1343,30908000,-0.0608,0.4967,2017,5,2,Tuesday
2017-05-24,48.5139,48.5392,48.2172,48.3973,22660000,-0.2403,0.322,2017,5,2,Wednesday
2017-05-25,49.2211,49.4156,48.5244,48.5829,39082000,-1.2966,0.8912,2017,5,2,Thursday
2017-05-26,49.2911,49.4459,48.9978,49.228,32728000,-0.128,0.4481,2017,5,2,Friday
2017-05-30,49.435,49.5069,49.1963,49.2529,30324000,-0.3684,0.3106,2017,5,2,Tuesday
2017-05-31,48.9844,49.6052,48.7159,49.437,34482000,0.924,0.8893,2017,5,2,Wednesday
2017-06-01,49.0439,49.2846,48.6966,49.1764,26128000,0.2702,0.588,2017,6,2,Thursday
2017-06-02,49.4325,49.4504,48.9834,49.0588,34710000,-0.756,0.467,2017,6,2,Friday
2017-06-05,49.8176,49.9923,49.3993,49.5203,27578000,-0.5968,0.593,2017,6,2,Monday
2017-06-06,49.4603,50.0523,49.367,49.7893,31042000,0.6652,0.6853,2017,6,2,Tuesday
2017-06-07,49.6995,49.8191,49.4201,49.5799,27482000,-0.2406,0.399,2017,6,2,Wednesday
2017-06-08,49.8374,49.9029,49.4573,49.835,33758000,-0.0048,0.4456,2017,6,2,Thursday
2017-06-09,48.1423,49.898,47.311,49.8975,72958000,3.6459,2.587,2017,6,2,Friday
2017-06-12,47.7299,48.037,46.4887,47.5765,84042000,-0.3214,1.5483,2017,6,2,Monday
2017-06-13,48.1611,48.5288,47.7398,48.2375,40108000,0.1586,0.789,2017,6,2,Tuesday
2017-06-14,48.0336,48.6177,47.6157,48.4092,30110000,0.782,1.002,2017,6,2,Wednesday
2017-06-15,47.649,47.6738,46.6659,47.0455,48552000,-1.2666,1.0079,2017,6,2,Thursday
2017-06-16,47.5716,47.6376,47.0793,47.5363,51184000,-0.0742,0.5583,2017,6,2,Friday
2017-06-19,48.3953,48.5978,48.047,48.1189,29376000,-0.5711,0.5508,2017,6,2,Monday
2017-06-20,48.0862,48.6718,48.047,48.3998,25946000,0.6522,0.6248,2017,6,2,Tuesday
2017-06-21,48.5626,48.6102,48.109,48.1755,23232000,-0.7971,0.5012,2017,6,2,Wednesday
2017-06-22,48.4648,48.6574,48.3006,48.4772,20190000,0.0256,0.3568,2017,6,2,Thursday
2017-06-23,48.9348,48.9611,48.3576,48.4092,31280000,-1.0741,0.6035,2017,6,2,Friday
2017-06-26,48.24,49.3268,48.1527,49.1288,30358000,1.8425,1.1741,2017,6,2,Monday
2017-06-27,47.049,47.9983,46.9994,47.7194,48872000,1.4249,0.9989,2017,6,2,Tuesday
2017-06-28,47.6902,47.8008,46.457,47.1765,54912000,-1.0772,1.3438,2017,6,2,Wednesday
2017-06-29,46.5394,47.2262,46.1314,47.2108,64134000,1.4426,1.0948,2017,6,2,Thursday
2017-06-30,46.1354,46.8957,46.1319,46.8455,45754000,1.5392,0.7638,2017,6,2,Friday
2017-07-03,45.6282,46.3617,45.4223,46.3111,33896000,1.4967,0.9394,2017,7,3,Monday
2017-07-05,46.2634,46.4634,45.5871,45.8635,41882000,-0.8644,0.8763,2017,7,3,Wednesday
2017-07-06,46.0367,46.456,45.6476,45.9032,40298000,-0.29,0.8084,2017,7,3,Thursday
2017-07-07,46.6877,46.8788,46.1409,46.2004,33266000,-1.0437,0.7379,2017,7,3,Friday
2017-07-10,47.1934,47.2991,46.7443,46.7443,29030000,-0.9516,0.5548,2017,7,3,Monday
2017-07-11,47.319,47.3865,46.9016,47.1696,29224000,-0.3157,0.4849,2017,7,3,Tuesday
2017-07-12,48.0202,48.1179,47.4932,47.6827,32042000,-0.7028,0.6247,2017,7,3,Wednesday
2017-07-13,48.0792,48.568,47.8783,48.176,30492000,0.2013,0.6897,2017,7,3,Thursday
2017-07-14,48.4792,48.5105,48.1437,48.3348,21592000,-0.2979,0.3668,2017,7,3,Friday
2017-07-17,48.4321,48.7988,48.176,48.4499,33210000,0.0368,0.6228,2017,7,3,Monday
2017-07-18,48.9774,49.171,48.2375,48.303,28266000,-1.377,0.9335,2017,7,3,Tuesday
2017-07-19,49.2663,49.4067,48.9804,49.1293,28242000,-0.2781,0.4263,2017,7,3,Wednesday
2017-07-20,49.2375,49.5595,48.8618,49.4762,28368000,0.4848,0.6977,2017,7,3,Thursday
2017-07-21,49.3194,49.3824,48.8395,49.0792,29266000,-0.487,0.5429,2017,7,3,Friday
2017-07-24,49.5412,49.9322,49.1422,49.3323,79690000,-0.4217,0.79,2017,7,3,Monday
2017-07-25,48.0882,48.4703,47.8286,48.171,118672000,0.1722,0.6417,2017,7,3,Tuesday
2017-07-26,47.9036,48.3323,47.6515,48.2743,44432000,0.7738,0.6808,2017,7,3,Wednesday
2017-07-27,47.2684,48.1125,46.5016,48.0956,74358000,1.75,1.6109,2017,7,3,Thursday
2017-07-28,47.5572,47.7289,46.9111,47.0441,36276000,-1.0789,0.8178,2017,7,3,Friday
2017-07-31,46.9205,47.6991,46.7334,47.64,45670000,1.5334,0.9657,2017,7,3,Monday
2017-08-01,46.9731,47.3666,46.8937,47.0351,28052000,0.132,0.4729,2017,8,3,Tuesday
2017-08-02,47.0267,47.0991,46.2763,47.0629,40788000,0.077,0.8228,2017,8,3,Wednesday
2017-08-03,46.6624,47.1438,46.6198,47.0991,22478000,0.9359,0.524,2017,8,3,Thursday
2017-08-04,46.9349,47.0217,46.6376,46.8436,25092000,-0.1945,0.3841,2017,8,3,Friday
2017-08-07,46.9329,47.0922,46.8212,47.0207,28916000,0.1871,0.271,2017,8,3,Monday
2017-08-08,46.8555,47.2674,46.7706,46.8604,30102000,0.0105,0.4968,2017,8,3,Tuesday
2017-08-09,46.6515,46.8341,46.3458,46.5706,28018000,-0.1734,0.4883,2017,8,3,Wednesday
2017-08-10,45.8332,46.4639,45.7434,46.3994,54148000,1.2353,0.7205,2017,8,3,Thursday
2017-08-11,46.1558,46.318,45.7156,45.8391,32334000,-0.6862,0.6024,2017,8,3,Friday
2017-08-14,46.5944,46.6992,46.3741,46.6014,23012000,0.015,0.3251,2017,8,3,Monday
2017-08-15,46.5523,46.7999,46.4808,46.6987,22130000,0.3145,0.3191,2017,8,3,Tuesday
2017-08-16,46.8594,47.1388,46.6495,46.7096,26906000,-0.3197,0.4893,2017,8,3,Wednesday
2017-08-17,46.0352,46.8366,46.0342,46.7939,33914000,1.6481,0.8024,2017,8,3,Thursday
2017-08-18,45.9617,46.2019,45.8263,46.0014,26748000,0.0864,0.3756,2017,8,3,Friday
2017-08-21,45.6982,46.0645,45.5856,45.9414,26024000,0.5322,0.4789,2017,8,3,Monday
2017-08-22,46.6674,46.7448,45.9612,46.0004,35502000,-1.4293,0.7836,2017,8,3,Tuesday
2017-08-23,46.7756,46.917,46.4113,46.4987,22690000,-0.592,0.5057,2017,8,3,Wednesday
2017-08-24,46.4932,46.9607,46.188,46.8317,25892000,0.7281,0.7727,2017,8,3,Thursday
2017-08-25,46.1761,46.6838,46.1563,46.6083,23746000,0.936,0.5275,2017,8,3,Friday
2017-08-28,46.0585,46.392,45.9583,46.2446,20988000,0.4041,0.4337,2017,8,3,Monday
2017-08-29,46.4366,46.5577,45.6208,45.6526,23172000,-1.6883,0.9369,2017,8,3,Tuesday
2017-08-30,46.8277,46.9383,46.3523,46.4327,22406000,-0.8435,0.586,2017,8,3,Wednesday
2017-08-31,47.4038,47.5011,46.9577,46.9602,33866000,-0.9358,0.5434,2017,8,3,Thursday
2017-09-01,47.2425,47.5572,47.1577,47.5145,20858000,0.5758,0.3995,2017,9,3,Friday
2017-09-05,46.721,47.2128,46.4292,46.988,29148000,0.5715,0.7836,2017,9,3,Tuesday
2017-09-06,46.7478,46.8709,46.2843,46.8396,27830000,0.1964,0.5866,2017,9,3,Wednesday
2017-09-07,47.1383,47.1686,46.525,46.8584,22332000,-0.5938,0.6436,2017,9,3,Thursday
2017-09-08,46.7175,47.1785,46.648,47.1289,19998000,0.8806,0.5305,2017,9,3,Friday
2017-09-11,46.8108,47.2768,46.6972,47.0048,26748000,0.4144,0.5796,2017,9,3,Monday
2017-09-12,46.9776,47.049,46.5235,46.991,25696000,0.0285,0.5255,2017,9,3,Tuesday
2017-09-13,47.1656,47.2852,46.8828,46.9205,21908000,-0.5197,0.4024,2017,9,3,Wednesday
2017-09-14,46.654,47.046,46.5662,46.9453,28548000,0.6244,0.4798,2017,9,3,Thursday
2017-09-15,46.4138,46.7344,46.2133,46.652,39886000,0.5132,0.5211,2017,9,3,Friday
2017-09-18,46.1389,46.4917,45.923,46.3999,29474000,0.5657,0.5687,2017,9,3,Monday
2017-09-19,46.4917,46.5453,45.9855,46.3205,24854000,-0.3682,0.5598,2017,9,3,Tuesday
2017-09-20,47.0217,47.1438,46.5235,46.5349,40080000,-1.0353,0.6203,2017,9,3,Wednesday
2017-09-21,47.0222,47.2827,46.6168,47.051,27414000,0.0612,0.6659,2017,9,3,Thursday
2017-09-22,46.8093,47.1438,46.6892,46.785,21496000,-0.0519,0.4546,2017,9,3,Friday
2017-09-25,46.3637,46.6351,45.8788,46.6202,37468000,0.5532,0.7563,2017,9,3,Monday
2017-09-26,46.52,46.85,46.4054,46.4833,33454000,-0.0789,0.4446,2017,9,3,Tuesday
2017-09-27,47.6351,47.9095,46.7443,46.7835,46692000,-1.7878,1.1652,2017,9,3,Wednesday
2017-09-28,47.8787,47.9467,47.4192,47.454,28018000,-0.887,0.5275,2017,9,3,Thursday
2017-09-29,48.3209,48.4246,47.9378,47.9378,40622000,-0.7928,0.4868,2017,9,3,Friday
2017-10-02,48.0107,48.5204,47.7368,48.4167,30782000,0.8456,0.7836,2017,10,4,Monday
2017-10-03,48.2395,48.2574,47.7745,48.0152,21666000,-0.465,0.4829,2017,10,4,Tuesday
2017-10-04,47.9765,48.3546,47.9184,48.2236,21156000,0.515,0.4362,2017,10,4,Wednesday
2017-10-05,48.8901,48.9556,48.1497,48.2748,35618000,-1.2585,0.8059,2017,10,4,Thursday
2017-10-06,49.3094,49.3402,48.5586,48.6325,31060000,-1.3728,0.7816,2017,10,4,Friday
2017-10-09,49.2434,49.6479,49.2032,49.3769,25910000,0.2711,0.4447,2017,10,4,Monday
2017-10-10,49.0196,49.4995,48.6876,49.3918,23268000,0.7593,0.8119,2017,10,4,Tuesday
2017-10-11,49.9054,50.0007,49.0266,49.0812,36300000,-1.6515,0.9741,2017,10,4,Wednesday
2017-10-12,49.9054,50.1977,49.6796,49.8156,30614000,-0.1799,0.5181,2017,10,4,Thursday
2017-10-13,50.0156,50.3575,49.9754,50.0771,26552000,0.123,0.3821,2017,10,4,Friday
2017-10-16,50.089,50.2205,49.7005,50.1029,21420000,0.0278,0.52,2017,10,4,Monday
2017-10-17,50.1709,50.3476,49.9253,49.9943,20260000,-0.352,0.4223,2017,10,4,Tuesday
2017-10-18,50.2573,50.4344,49.889,50.1734,25596000,-0.1669,0.5454,2017,10,4,Wednesday
2017-10-19,49.7164,49.9883,49.4911,49.8608,34284000,0.2904,0.4972,2017,10,4,Thursday
2017-10-20,49.8767,50.0543,49.7377,49.9749,32120000,0.1969,0.3166,2017,10,4,Friday
2017-10-23,48.9075,49.9124,48.7864,49.8821,32786000,1.9927,1.126,2017,10,4,Monday
2017-10-24,49.0539,49.0921,48.4876,48.9551,28902000,-0.2014,0.6045,2017,10,4,Tuesday
2017-10-25,49.2013,49.3486,48.5194,48.9437,30574000,-0.5236,0.8292,2017,10,4,Wednesday
2017-10-26,49.1993,49.9481,49.1521,49.5491,47396000,0.711,0.796,2017,10,4,Thursday
2017-10-27,51.2959,52.7822,50.9575,51.1629,103682000,-0.2593,1.8247,2017,10,4,Friday
2017-10-30,51.2691,51.6016,50.7332,51.0721,46804000,-0.3842,0.8684,2017,10,4,Monday
2017-10-31,51.2647,51.6597,50.9302,51.2627,30326000,-0.0039,0.7295,2017,10,4,Tuesday
2017-11-01,51.7391,52.0001,51.3123,51.4274,43262000,-0.6024,0.6878,2017,11,4,Wednesday
2017-11-02,51.7574,51.884,51.0473,51.6096,26694000,-0.2856,0.8367,2017,11,4,Thursday
2017-11-03,52.1058,52.1391,51.4934,51.7465,27770000,-0.6896,0.6457,2017,11,4,Friday
2017-11-06,51.743,52.2348,51.7093,52.0616,18294000,0.6157,0.5255,2017,11,4,Monday
2017-11-07,52.2249,52.2755,51.7589,52.0889,26104000,-0.2604,0.5166,2017,11,4,Tuesday
2017-11-08,52.5177,52.736,51.9599,52.1088,24276000,-0.7786,0.7761,2017,11,4,Wednesday
2017-11-09,51.9932,52.15,51.4041,52.0071,35892000,0.0267,0.7459,2017,11,4,Thursday
2017-11-10,51.816,51.9391,51.6706,51.8021,19442000,-0.0268,0.2685,2017,11,4,Friday
2017-11-13,51.6696,52.0438,51.5733,51.6498,18814000,-0.0383,0.4705,2017,11,4,Monday
2017-11-14,51.6914,51.7242,51.0806,51.4969,21012000,-0.3763,0.6436,2017,11,4,Tuesday
2017-11-15,51.4319,51.5917,51.1515,51.3619,18106000,-0.1361,0.4402,2017,11,4,Wednesday
2017-11-16,52.0304,52.1936,51.5108,51.548,23768000,-0.9272,0.6828,2017,11,4,Thursday
2017-11-17,51.4061,52.1559,51.2989,52.0964,26712000,1.3428,0.857,2017,11,4,Friday
2017-11-20,51.3451,51.5455,51.2468,51.4115,17526000,0.1293,0.2987,2017,11,4,Monday
2017-11-21,52.1212,52.1257,51.5674,51.612,22206000,-0.977,0.5583,2017,11,4,Tuesday
2017-11-22,52.2016,52.3758,51.9698,52.1639,14538000,-0.0722,0.406,2017,11,4,Wednesday
2017-11-24,52.4299,52.606,52.2016,52.3242,16492000,-0.2016,0.4044,2017,11,4,Friday
2017-11-27,53.1985,53.2497,52.343,52.5316,35430000,-1.2536,0.9067,2017,11,4,Monday
2017-11-28,52.7658,53.5951,52.3316,53.2968,36424000,1.0063,1.2635,2017,11,4,Tuesday
2017-11-29,51.48,52.5415,51.0964,52.413,55866000,1.8124,1.4451,2017,11,4,Wednesday
2017-11-30,51.42,51.8155,51.1173,51.6071,45092000,0.3639,0.6982,2017,11,4,Thursday
2017-12-01,50.8692,51.4731,50.4637,51.1341,37762000,0.5207,1.0094,2017,12,4,Friday
2017-12-04,50.2141,51.1803,50.0826,51.0046,38778000,1.5743,1.0977,2017,12,4,Monday
2017-12-05,50.5977,51.4453,49.7402,50.1704,38998000,-0.8445,1.7051,2017,12,4,Tuesday
2017-12-06,51.2488,51.5892,50.3848,50.4449,28710000,-1.5686,1.2044,2017,12,4,Wednesday
2017-12-07,51.8368,52.0527,51.3798,51.415,30866000,-0.8137,0.6729,2017,12,4,Thursday
2017-12-08,52.0755,52.4249,51.9009,52.1961,31170000,0.2316,0.524,2017,12,4,Friday
2017-12-11,52.2041,52.4041,51.8145,52.1614,23254000,-0.0818,0.5896,2017,12,4,Monday
2017-12-12,52.0453,52.7266,51.8517,52.1063,33882000,0.1172,0.8749,2017,12,4,Tuesday
2017-12-13,52.1753,52.3782,51.9366,52.2095,27680000,0.0655,0.4416,2017,12,4,Wednesday
2017-12-14,52.477,52.9539,52.2849,52.3787,30962000,-0.1873,0.669,2017,12,4,Thursday
2017-12-15,53.198,53.3593,52.607,52.7901,63760000,-0.7668,0.7523,2017,12,4,Friday
2017-12-18,53.8476,53.9171,53.1172,53.4189,30292000,-0.7961,0.7999,2017,12,4,Monday
2017-12-19,53.5841,53.8417,53.2115,53.7449,26350000,0.3001,0.6302,2017,12,4,Tuesday
2017-12-20,53.2755,53.6561,53.0293,53.6407,28728000,0.6855,0.6268,2017,12,4,Wednesday
2017-12-21,53.141,53.472,53.0492,53.3663,25640000,0.424,0.4228,2017,12,4,Thursday
2017-12-22,53.0422,53.1842,52.9817,53.0988,17788000,0.1067,0.2025,2017,12,4,Friday
2017-12-26,52.8929,53.0422,52.5351,53.0313,18376000,0.2617,0.5071,2017,12,4,Tuesday
2017-12-27,52.6125,53.013,52.5222,52.9301,22324000,0.6037,0.4908,2017,12,4,Wednesday
2017-12-28,52.4016,52.8427,52.274,52.7142,19884000,0.5965,0.5687,2017,12,4,Thursday
2017-12-29,52.275,52.5058,52.2403,52.3787,23606000,0.1984,0.2655,2017,12,4,Friday
2018-01-02,53.2581,53.3956,52.2562,52.2562,31766000,-1.8812,1.1394,2018,1,1,Tuesday
2018-01-03,54.1667,54.394,53.269,53.2938,31318000,-1.6115,1.125,2018,1,1,Wednesday
2018-01-04,54.3771,54.79,54.3027,54.4431,26052000,0.1214,0.4873,2018,1,1,Thursday
2018-01-05,55.0982,55.2615,54.6769,54.7588,30250000,-0.616,0.5846,2018,1,1,Friday
2018-01-08,55.2927,55.5384,55.0838,55.1334,24644000,-0.2881,0.4546,2018,1,1,Monday
2018-01-09,55.2223,55.5026,54.9945,55.5026,26808000,0.5076,0.5081,2018,1,1,Tuesday
2018-01-10,55.0907,55.2218,54.7851,54.9349,20734000,-0.2828,0.4367,2018,1,1,Wednesday
2018-01-11,55.1855,55.3245,54.9091,55.1984,22424000,0.0234,0.4154,2018,1,1,Thursday
2018-01-12,56.1086,56.1408,54.9851,55.0888,38586000,-1.8175,1.1557,2018,1,1,Friday
2018-01-16,56.111,57.0132,55.9106,56.5879,36462000,0.8499,1.1026,2018,1,1,Tuesday
2018-01-17,56.5279,56.5388,55.7532,56.3919,27830000,-0.2406,0.7856,2018,1,1,Wednesday
2018-01-18,56.3726,56.6018,55.8014,56.5403,27498000,0.2975,0.8004,2018,1,1,Thursday
2018-01-19,56.7462,56.7601,56.2004,56.4748,30552000,-0.4783,0.5597,2018,1,1,Friday
2018-01-22,57.7715,57.9065,56.6629,56.7621,29550000,-1.7472,1.2436,2018,1,1,Monday
2018-01-23,58.3675,58.4836,57.9248,58.0921,39138000,-0.4718,0.5588,2018,1,1,Tuesday
2018-01-24,58.1253,58.9074,57.9323,58.8047,37128000,1.1689,0.9751,2018,1,1,Wednesday
2018-01-25,58.6638,58.8057,58.1526,58.5928,29984000,-0.121,0.6531,2018,1,1,Thursday
2018-01-26,58.9327,58.9327,57.9635,58.9312,42170000,-0.0025,0.9692,2018,1,1,Friday
2018-01-29,58.8791,59.4508,58.759,58.9546,31494000,0.1282,0.6918,2018,1,1,Monday
2018-01-30,58.427,58.9511,58.2851,58.4444,37338000,0.0298,0.666,2018,1,1,Tuesday
